OperationID,FieldID,FarmID,RegionID,CropID,DateTimeID,OperationTypeID,InputMaterialID,Quantity,UnitCost,TotalCost,Operator,CreatedDate
5224,437,30,2,7,1610,5,1,18.84,110.43,2080.5,Team-20,2025-08-05
5225,344,23,4,6,719,5,3,6.67,79.36,529.33,Team-2,2025-08-20
5226,25,2,4,6,1092,4,1,6.98,126.52,883.11,Team-14,2025-10-07
5227,153,10,1,2,2188,5,4,8.97,56.54,507.16,Team-16,2025-10-01
5228,423,29,1,8,477,1,,13.57,43.99,596.94,Team-20,2025-08-24
5229,172,11,2,8,581,2,,3.56,43.14,153.58,Team-17,2025-07-11
5230,197,13,5,7,1955,5,1,17.31,78.9,1365.76,Team-9,2025-10-24
5231,38,3,2,1,2201,2,,7.45,42.92,319.75,Team-4,2025-09-10
5232,344,23,4,1,872,4,2,12.73,82.79,1053.92,Team-17,2025-07-25
5233,397,28,2,1,2697,3,3,11.39,50.43,574.4,Team-7,2025-09-19
5234,126,9,2,6,369,5,3,7.1,142.99,1015.23,Team-2,2025-10-04
5235,219,15,4,7,1494,2,,9.65,13.0,125.45,Team-6,2025-08-07
5236,303,20,1,2,2257,1,,3.61,79.09,285.51,Team-14,2025-10-11
5237,406,28,2,1,2394,1,,19.66,82.9,1629.81,Team-17,2025-09-21
5238,308,21,1,2,903,3,1,6.4,47.44,303.62,Team-2,2025-09-24
5239,52,4,4,5,2856,1,,13.2,15.01,198.13,Team-4,2025-08-28
5240,188,13,5,3,1475,2,,14.9,37.99,566.05,Team-12,2025-08-07
5241,202,13,5,3,2074,5,3,14.76,106.46,1571.35,Team-2,2025-07-06
5242,377,26,3,3,1115,3,7,13.43,125.51,1685.6,Team-3,2025-08-07
5243,101,7,1,7,426,2,,17.19,74.79,1285.64,Team-8,2025-08-02
5244,364,25,2,5,493,3,6,22.47,105.71,2375.3,Team-11,2025-08-22
5245,150,10,1,5,2853,1,,4.54,99.8,453.09,Team-2,2025-09-28
5246,291,20,1,4,2180,2,,15.63,138.02,2157.25,Team-16,2025-08-07
5247,414,28,2,8,1081,5,3,4.32,104.3,450.58,Team-17,2025-10-28
5248,64,4,4,4,1017,5,6,27.39,104.27,2855.96,Team-11,2025-07-21
5249,221,15,4,2,665,1,,8.09,28.33,229.19,Team-13,2025-09-04
5250,292,20,1,4,1912,3,6,8.29,117.0,969.93,Team-1,2025-10-15
5251,400,28,2,8,1097,4,3,13.54,95.04,1286.84,Team-17,2025-09-28
5252,236,16,5,7,155,2,,10.53,79.95,841.87,Team-20,2025-07-05
5253,119,8,4,2,1471,5,5,14.71,56.16,826.11,Team-13,2025-09-12
5254,107,7,1,1,291,4,6,12.63,134.41,1697.6,Team-9,2025-10-21
5255,405,28,2,5,2163,2,,15.57,76.53,1191.57,Team-16,2025-09-05
5256,267,18,5,7,2311,2,,16.2,125.66,2035.69,Team-14,2025-09-03
5257,334,23,4,5,671,5,7,20.53,137.81,2829.24,Team-2,2025-07-30
5258,47,3,2,1,506,4,4,11.71,113.89,1333.65,Team-12,2025-08-01
5259,260,18,5,1,2302,1,,13.31,63.36,843.32,Team-6,2025-10-17
5260,207,14,4,6,41,3,1,10.19,141.39,1440.76,Team-20,2025-10-11
5261,351,24,4,4,724,1,,11.56,51.64,596.96,Team-8,2025-10-03
5262,90,6,1,6,1348,1,,10.43,147.87,1542.28,Team-1,2025-09-25
5263,267,18,5,1,1551,4,5,3.79,18.17,68.86,Team-6,2025-09-18
5264,29,2,4,6,304,1,,18.02,32.04,577.36,Team-1,2025-09-08
5265,107,7,1,2,512,1,,2.68,88.36,236.8,Team-9,2025-07-31
5266,327,22,1,8,1719,3,5,16.09,137.51,2212.54,Team-9,2025-07-30
5267,165,11,2,2,2599,4,5,5.91,78.03,461.16,Team-13,2025-08-05
5268,341,23,4,2,2513,4,3,16.77,105.72,1772.92,Team-16,2025-09-28
5269,107,7,1,8,661,5,2,10.31,58.19,599.94,Team-9,2025-08-19
5270,408,28,2,2,2667,5,4,18.74,97.19,1821.34,Team-11,2025-10-09
5271,272,19,5,8,2417,1,,7.17,41.23,295.62,Team-12,2025-08-01
5272,196,13,5,1,2263,2,,2.49,44.81,111.58,Team-3,2025-08-20
5273,336,23,4,8,1492,4,1,2.65,74.78,198.17,Team-3,2025-07-22
5274,87,6,1,6,1826,3,4,5.0,149.89,749.45,Team-10,2025-08-09
5275,343,23,4,2,1657,5,1,7.89,21.8,172.0,Team-20,2025-07-21
5276,238,16,5,8,132,3,4,13.36,32.31,431.66,Team-5,2025-10-13
5277,292,20,1,7,2594,1,,16.99,69.91,1187.77,Team-11,2025-09-30
5278,271,18,5,2,1704,5,1,8.36,148.11,1238.2,Team-6,2025-07-11
5279,378,26,3,3,125,3,3,10.24,16.07,164.56,Team-20,2025-07-15
5280,440,30,2,2,2145,2,,5.3,80.48,426.54,Team-16,2025-07-13
5281,74,5,1,5,1109,5,1,5.55,32.08,178.04,Team-15,2025-10-19
5282,278,19,5,4,1088,2,,16.6,39.99,663.83,Team-1,2025-10-28
5283,369,26,3,4,1700,3,3,10.02,34.6,346.69,Team-7,2025-07-13
5284,393,27,1,1,1376,2,,11.21,20.39,228.57,Team-6,2025-10-08
5285,105,7,1,3,1765,2,,9.16,119.78,1097.18,Team-18,2025-07-15
5286,325,22,1,4,2484,4,6,9.8,110.78,1085.64,Team-18,2025-09-03
5287,312,21,1,1,2158,5,3,12.92,147.68,1908.03,Team-12,2025-08-19
5288,408,28,2,1,2629,5,3,8.57,103.01,882.8,Team-11,2025-09-27
5289,209,14,4,3,1154,4,7,5.61,149.6,839.26,Team-7,2025-10-06
5290,381,26,3,1,2566,2,,4.57,64.39,294.26,Team-12,2025-07-14
5291,179,12,3,3,105,4,1,7.43,55.28,410.73,Team-11,2025-09-19
5292,302,20,1,7,1402,1,,22.21,95.77,2127.05,Team-20,2025-08-31
5293,116,8,4,4,1000,5,6,14.35,99.73,1431.13,Team-3,2025-07-03
5294,137,9,2,3,1002,2,,7.83,22.91,179.39,Team-17,2025-07-03
5295,414,28,2,6,1787,1,,1.56,56.73,88.5,Team-4,2025-09-09
5296,420,29,1,7,2841,4,2,8.2,123.54,1013.03,Team-18,2025-10-04
5297,3,1,4,4,1204,2,,4.69,24.35,114.2,Team-10,2025-10-15
5298,172,11,2,8,1458,3,7,19.96,142.03,2834.92,Team-7,2025-08-25
5299,314,21,1,5,1733,1,,39.81,126.5,5035.96,Team-4,2025-09-28
5300,132,9,2,6,2415,3,6,9.54,101.21,965.54,Team-5,2025-09-07
5301,154,10,1,3,1798,4,4,3.51,38.05,133.56,Team-12,2025-07-05
5302,361,25,2,1,681,2,,8.56,149.18,1276.98,Team-6,2025-10-15
5303,353,24,4,3,1608,5,3,1.78,14.61,26.01,Team-5,2025-08-07
5304,77,5,1,1,1236,5,4,6.85,106.28,728.02,Team-17,2025-10-27
5305,99,7,1,4,30,4,4,25.25,37.51,947.13,Team-16,2025-08-01
5306,344,23,4,6,513,1,,9.84,84.91,835.51,Team-17,2025-07-11
5307,266,18,5,5,503,2,,24.39,118.06,2879.48,Team-4,2025-07-12
5308,177,12,3,5,103,3,1,26.28,105.99,2785.42,Team-1,2025-09-29
5309,403,28,2,8,1730,1,,12.77,42.53,543.11,Team-5,2025-09-22
5310,233,16,5,3,1578,2,,12.16,107.17,1303.19,Team-4,2025-08-14
5311,286,19,5,1,1967,5,7,8.74,66.9,584.71,Team-12,2025-09-26
5312,303,20,1,3,2778,1,,15.67,106.72,1672.3,Team-18,2025-07-26
5313,90,6,1,4,2186,3,7,15.41,62.62,964.97,Team-3,2025-09-30
5314,262,18,5,4,1488,1,,6.91,137.57,950.61,Team-3,2025-09-22
5315,430,30,2,3,2184,2,,9.7,110.3,1069.91,Team-9,2025-07-15
5316,220,15,4,2,543,3,7,9.98,67.22,670.86,Team-4,2025-08-31
5317,381,26,3,3,1187,5,1,7.19,121.22,871.57,Team-1,2025-10-27
5318,127,9,2,3,2477,2,,4.42,49.12,217.11,Team-15,2025-07-27
5319,23,2,4,4,2445,2,,1.19,51.23,60.96,Team-5,2025-07-21
5320,167,11,2,8,1868,5,7,14.2,95.18,1351.56,Team-8,2025-08-25
5321,171,11,2,2,2253,5,7,8.63,81.1,699.89,Team-20,2025-07-25
5322,23,2,4,7,304,4,4,4.05,26.18,106.03,Team-3,2025-10-11
5323,105,7,1,2,136,5,1,6.49,87.49,567.81,Team-17,2025-07-21
5324,174,12,3,6,2159,2,,2.9,63.91,185.34,Team-1,2025-08-27
5325,344,23,4,5,2783,2,,34.98,64.33,2250.26,Team-7,2025-07-15
5326,241,17,3,1,547,2,,14.42,149.42,2154.64,Team-5,2025-10-07
5327,83,6,1,4,2698,2,,2.52,12.45,31.37,Team-14,2025-07-25
5328,19,2,4,8,236,1,,21.61,103.01,2226.05,Team-10,2025-08-23
5329,440,30,2,5,810,1,,9.43,41.54,391.72,Team-6,2025-09-09
5330,401,28,2,1,328,4,2,20.19,55.35,1117.52,Team-9,2025-07-29
5331,434,30,2,1,1516,5,2,11.26,57.94,652.4,Team-1,2025-10-28
5332,130,9,2,7,2169,1,,12.77,136.29,1740.42,Team-4,2025-08-17
5333,384,26,3,3,1090,3,5,20.87,53.44,1115.29,Team-18,2025-07-13
5334,124,8,4,2,339,3,7,4.39,79.47,348.87,Team-17,2025-08-17
5335,369,26,3,1,2709,3,5,6.38,33.34,212.71,Team-2,2025-09-01
5336,254,17,3,6,1048,5,2,7.11,110.45,785.3,Team-19,2025-07-15
5337,241,17,3,3,1671,5,3,8.54,96.89,827.44,Team-19,2025-07-09
5338,373,26,3,2,1656,1,,2.14,136.84,292.84,Team-10,2025-09-07
5339,155,10,1,6,980,1,,8.84,142.32,1258.11,Team-9,2025-09-13
5340,41,3,2,1,2505,1,,20.63,45.8,944.85,Team-11,2025-08-12
5341,50,4,4,3,2830,2,,8.39,65.14,546.52,Team-9,2025-07-01
5342,414,28,2,6,2579,1,,8.27,106.38,879.76,Team-14,2025-07-26
5343,30,2,4,4,2116,4,1,15.97,29.06,464.09,Team-12,2025-07-25
5344,253,17,3,5,128,1,,5.23,64.58,337.75,Team-20,2025-08-26
5345,124,8,4,7,2173,1,,23.44,12.76,299.09,Team-8,2025-09-02
5346,155,10,1,7,1487,4,5,6.09,33.19,202.13,Team-9,2025-07-27
5347,147,10,1,6,1349,5,5,12.17,12.64,153.83,Team-18,2025-08-16
5348,19,2,4,1,2466,4,4,8.77,125.76,1102.92,Team-19,2025-09-10
5349,436,30,2,3,1073,4,4,18.37,83.96,1542.35,Team-3,2025-09-29
5350,178,12,3,5,2714,2,,21.62,73.91,1597.93,Team-19,2025-07-07
5351,44,3,2,2,1210,2,,10.05,14.36,144.32,Team-18,2025-10-03
5352,350,24,4,2,2645,4,2,11.31,59.87,677.13,Team-15,2025-09-22
5353,186,12,3,8,2481,4,3,9.21,55.49,511.06,Team-15,2025-10-10
5354,418,29,1,3,71,5,4,23.79,52.79,1255.87,Team-3,2025-09-19
5355,167,11,2,2,2576,4,1,19.17,41.75,800.35,Team-13,2025-08-07
5356,33,3,2,6,873,5,3,19.18,124.13,2380.81,Team-4,2025-07-25
5357,71,5,1,8,1372,5,4,3.51,122.44,429.76,Team-15,2025-09-14
5358,23,2,4,4,2145,2,,2.79,142.09,396.43,Team-6,2025-09-05
5359,411,28,2,7,1817,5,1,12.28,117.8,1446.58,Team-12,2025-08-07
5360,202,13,5,3,651,2,,3.15,123.65,389.5,Team-1,2025-07-05
5361,408,28,2,8,2093,5,1,7.6,90.69,689.24,Team-19,2025-09-04
5362,17,2,4,7,462,5,7,19.29,39.39,759.83,Team-20,2025-07-07
5363,280,19,5,2,2471,2,,7.35,144.52,1062.22,Team-14,2025-07-27
5364,32,3,2,5,359,3,2,8.86,19.26,170.64,Team-5,2025-10-19
5365,195,13,5,5,1987,4,3,4.34,114.71,497.84,Team-1,2025-09-25
5366,306,21,1,2,2548,4,6,15.3,35.85,548.5,Team-7,2025-08-23
5367,135,9,2,4,1336,3,1,22.63,76.82,1738.44,Team-9,2025-08-27
5368,23,2,4,8,2381,4,4,4.64,50.75,235.48,Team-16,2025-07-17
5369,106,7,1,1,1839,2,,7.77,27.45,213.29,Team-11,2025-08-31
5370,374,26,3,6,2307,3,5,15.19,68.16,1035.35,Team-17,2025-10-23
5371,393,27,1,2,2177,1,,3.73,132.31,493.52,Team-18,2025-10-08
5372,17,2,4,7,1667,3,3,7.93,132.46,1050.41,Team-7,2025-08-04
5373,293,20,1,5,245,4,6,19.77,123.41,2439.82,Team-4,2025-08-18
5374,143,10,1,1,1971,2,,26.11,134.34,3507.62,Team-7,2025-08-20
5375,39,3,2,4,808,4,3,15.05,123.6,1860.18,Team-20,2025-10-26
5376,304,20,1,2,156,5,4,26.13,79.88,2087.26,Team-5,2025-10-02
5377,54,4,4,4,2564,2,,12.7,80.98,1028.45,Team-8,2025-10-04
5378,328,23,4,4,2436,2,,18.92,27.44,519.16,Team-16,2025-10-05
5379,367,26,3,8,1681,2,,19.07,85.14,1623.62,Team-13,2025-08-23
5380,116,8,4,1,2185,2,,9.13,142.42,1300.29,Team-7,2025-07-23
5381,5,1,4,8,1913,4,1,10.27,49.57,509.08,Team-9,2025-09-11
5382,291,20,1,3,2345,4,4,13.83,36.83,509.36,Team-7,2025-09-06
5383,344,23,4,6,1963,2,,18.35,38.64,709.04,Team-10,2025-08-01
5384,191,13,5,8,2541,2,,18.03,71.31,1285.72,Team-10,2025-09-22
5385,228,16,5,8,2504,3,6,7.82,108.43,847.92,Team-16,2025-08-11
5386,412,28,2,4,2661,2,,15.68,44.69,700.74,Team-10,2025-07-25
5387,196,13,5,5,2642,2,,13.99,40.75,570.09,Team-11,2025-09-30
5388,250,17,3,6,2851,1,,17.8,134.58,2395.52,Team-14,2025-08-31
5389,58,4,4,3,2255,5,5,12.76,16.64,212.33,Team-3,2025-10-14
5390,22,2,4,7,2605,4,7,12.75,146.29,1865.2,Team-16,2025-09-11
5391,443,30,2,1,1804,5,2,9.69,51.02,494.38,Team-7,2025-10-19
5392,285,19,5,8,369,2,,6.29,148.54,934.32,Team-5,2025-07-11
5393,395,27,1,4,358,5,3,19.17,100.49,1926.39,Team-18,2025-08-27
5394,264,18,5,6,1721,1,,10.42,25.93,270.19,Team-2,2025-10-17
5395,108,7,1,1,2114,5,3,18.03,39.07,704.43,Team-9,2025-09-23
5396,126,9,2,6,1840,2,,3.92,40.04,156.96,Team-5,2025-08-28
5397,67,5,1,4,1635,1,,3.71,21.14,78.43,Team-6,2025-09-03
5398,72,5,1,1,2763,5,3,9.74,112.9,1099.65,Team-15,2025-10-15
5399,123,8,4,6,1400,5,2,14.71,63.56,934.97,Team-3,2025-09-24
5400,87,6,1,5,2842,5,1,8.46,61.5,520.29,Team-17,2025-09-26
5401,53,4,4,6,502,3,3,4.35,122.34,532.18,Team-9,2025-10-01
5402,402,28,2,5,2154,3,2,13.45,147.29,1981.05,Team-2,2025-08-28
5403,83,6,1,1,538,5,7,5.61,20.53,115.17,Team-13,2025-10-26
5404,332,23,4,8,820,2,,14.07,117.84,1658.01,Team-16,2025-07-08
5405,400,28,2,6,1409,1,,4.54,20.63,93.66,Team-1,2025-10-05
5406,305,20,1,4,13,5,4,12.51,16.84,210.67,Team-9,2025-07-12
5407,244,17,3,1,2475,5,7,11.72,125.21,1467.46,Team-5,2025-08-07
5408,194,13,5,5,1703,5,4,9.09,111.58,1014.26,Team-7,2025-08-29
5409,430,30,2,3,2804,2,,5.18,59.02,305.72,Team-20,2025-07-26
5410,46,3,2,5,186,1,,16.34,101.16,1652.95,Team-3,2025-08-14
5411,157,10,1,7,1200,3,3,22.44,91.5,2053.26,Team-18,2025-09-27
5412,317,22,1,3,1707,3,6,7.55,116.96,883.05,Team-9,2025-07-12
5413,204,13,5,1,206,4,2,13.75,47.99,659.86,Team-17,2025-07-01
5414,161,11,2,5,1043,4,5,10.31,94.34,972.65,Team-6,2025-08-15
5415,146,10,1,1,1445,2,,17.58,101.61,1786.3,Team-11,2025-07-04
5416,332,23,4,4,1196,2,,0.76,126.49,96.13,Team-18,2025-08-10
5417,418,29,1,6,1617,1,,4.73,138.79,656.48,Team-8,2025-08-08
5418,336,23,4,2,2459,4,5,5.09,110.12,560.51,Team-2,2025-08-07
5419,85,6,1,3,2861,2,,23.69,104.51,2475.84,Team-12,2025-08-24
5420,233,16,5,2,2284,5,1,12.8,20.68,264.7,Team-16,2025-07-21
5421,397,28,2,7,1204,5,7,8.13,116.44,946.66,Team-19,2025-10-18
5422,128,9,2,8,295,2,,9.35,123.63,1155.94,Team-10,2025-10-03
5423,297,20,1,8,439,4,5,14.09,62.44,879.78,Team-1,2025-08-30
5424,133,9,2,2,7,5,1,25.19,101.6,2559.3,Team-7,2025-09-17
5425,316,22,1,8,2794,5,6,4.95,97.88,484.51,Team-15,2025-07-21
5426,135,9,2,4,2862,1,,20.21,125.9,2544.44,Team-13,2025-07-22
5427,285,19,5,2,705,1,,8.69,106.67,926.96,Team-6,2025-10-04
5428,238,16,5,3,678,4,3,6.77,43.44,294.09,Team-15,2025-07-26
5429,20,2,4,5,1857,1,,9.26,72.34,669.87,Team-19,2025-07-04
5430,317,22,1,4,1820,5,3,19.94,53.33,1063.4,Team-5,2025-09-20
5431,319,22,1,7,89,5,2,15.99,63.23,1011.05,Team-20,2025-10-06
5432,120,8,4,4,2238,3,3,11.93,70.22,837.72,Team-10,2025-10-17
5433,419,29,1,2,317,2,,8.46,132.7,1122.64,Team-6,2025-08-30
5434,126,9,2,6,599,2,,5.05,70.59,356.48,Team-19,2025-08-05
5435,306,21,1,3,2154,5,6,8.66,115.28,998.32,Team-19,2025-07-08
5436,364,25,2,8,789,3,3,5.36,53.35,285.96,Team-3,2025-10-08
5437,228,16,5,2,610,5,1,4.91,53.55,262.93,Team-2,2025-09-16
5438,132,9,2,3,1789,4,4,18.93,130.38,2468.09,Team-3,2025-10-09
5439,132,9,2,1,1566,2,,16.85,117.34,1977.18,Team-10,2025-08-10
5440,234,16,5,4,1479,4,7,7.1,37.73,267.88,Team-19,2025-07-06
5441,90,6,1,5,299,3,4,26.58,87.07,2314.32,Team-4,2025-08-27
5442,116,8,4,4,2551,3,5,4.65,41.68,193.81,Team-17,2025-10-13
5443,140,9,2,6,2135,5,4,14.83,44.0,652.52,Team-18,2025-08-24
5444,187,12,3,3,2226,1,,11.0,147.72,1624.92,Team-4,2025-07-07
5445,12,1,4,7,1410,1,,16.36,46.57,761.89,Team-1,2025-08-26
5446,331,23,4,8,788,3,5,1.98,133.9,265.12,Team-17,2025-10-06
5447,397,28,2,5,1767,4,2,9.94,80.66,801.76,Team-12,2025-10-08
5448,263,18,5,1,932,2,,22.3,56.42,1258.17,Team-9,2025-08-09
5449,20,2,4,8,303,5,5,28.63,108.96,3119.52,Team-8,2025-10-06
5450,160,11,2,8,2596,5,2,10.29,75.58,777.72,Team-4,2025-08-14
5451,280,19,5,7,128,3,6,9.7,115.51,1120.45,Team-19,2025-07-07
5452,25,2,4,2,2822,1,,13.95,62.54,872.43,Team-16,2025-09-14
5453,104,7,1,3,338,5,6,8.33,128.15,1067.49,Team-6,2025-08-24
5454,6,1,4,3,110,4,3,8.39,149.39,1253.38,Team-16,2025-10-26
5455,435,30,2,5,46,4,5,8.23,126.88,1044.22,Team-15,2025-10-05
5456,362,25,2,6,1534,5,3,3.23,14.87,48.03,Team-7,2025-08-28
5457,40,3,2,5,2442,1,,11.32,35.17,398.12,Team-5,2025-10-07
5458,166,11,2,1,483,1,,19.08,81.7,1558.84,Team-17,2025-10-08
5459,309,21,1,8,2456,3,4,10.89,118.74,1293.08,Team-15,2025-09-06
5460,103,7,1,5,2356,3,4,13.59,66.41,902.51,Team-6,2025-07-09
5461,213,15,4,3,2655,4,2,19.37,40.45,783.52,Team-20,2025-08-06
5462,360,25,2,3,620,3,5,24.34,36.19,880.86,Team-16,2025-07-12
5463,342,23,4,3,2336,2,,11.5,100.75,1158.62,Team-14,2025-07-31
5464,91,6,1,1,737,2,,2.79,69.42,193.68,Team-6,2025-08-19
5465,379,26,3,3,892,3,5,16.7,84.31,1407.98,Team-18,2025-09-06
5466,407,28,2,4,727,5,2,15.52,102.66,1593.28,Team-17,2025-07-03
5467,371,26,3,7,1039,5,1,11.47,56.65,649.78,Team-2,2025-09-01
5468,442,30,2,3,2606,2,,5.75,85.98,494.39,Team-6,2025-09-23
5469,315,22,1,3,1436,4,2,1.84,108.22,199.12,Team-19,2025-07-15
5470,233,16,5,8,2667,2,,4.63,47.38,219.37,Team-11,2025-09-02
5471,389,27,1,2,1151,1,,8.85,143.88,1273.34,Team-5,2025-10-13
5472,56,4,4,4,2083,4,7,4.15,65.14,270.33,Team-2,2025-07-11
5473,364,25,2,2,1062,2,,4.26,44.58,189.91,Team-8,2025-09-24
5474,181,12,3,7,1252,3,5,7.61,111.45,848.13,Team-10,2025-09-14
5475,186,12,3,4,242,5,1,22.71,119.89,2722.7,Team-12,2025-09-15
5476,389,27,1,2,1750,3,1,24.46,52.64,1287.57,Team-18,2025-07-05
5477,167,11,2,4,1264,2,,18.52,15.9,294.47,Team-11,2025-07-30
5478,346,23,4,3,568,4,7,11.74,77.82,913.61,Team-9,2025-07-03
5479,386,26,3,6,1349,3,1,9.86,46.16,455.14,Team-8,2025-10-08
5480,181,12,3,6,1986,3,4,11.04,64.27,709.54,Team-12,2025-08-12
5481,27,2,4,6,1044,2,,7.06,96.33,680.09,Team-2,2025-10-20
5482,133,9,2,2,2474,5,3,22.77,71.88,1636.71,Team-1,2025-08-06
5483,235,16,5,4,2800,3,7,11.1,118.38,1314.02,Team-5,2025-09-19
5484,245,17,3,3,1547,2,,12.51,83.99,1050.71,Team-6,2025-07-31
5485,349,24,4,6,487,2,,5.78,35.18,203.34,Team-9,2025-09-18
5486,145,10,1,7,2696,5,7,8.61,106.97,921.01,Team-9,2025-10-17
5487,149,10,1,5,229,5,7,25.34,90.69,2298.08,Team-19,2025-09-19
5488,14,1,4,7,2571,2,,11.69,142.36,1664.19,Team-9,2025-10-07
5489,418,29,1,7,788,4,7,4.1,137.06,561.95,Team-9,2025-07-16
5490,149,10,1,3,2373,3,1,6.92,140.26,970.6,Team-5,2025-08-16
5491,156,10,1,1,2430,5,1,3.15,46.0,144.9,Team-12,2025-09-25
5492,40,3,2,7,1194,2,,8.36,108.23,904.8,Team-9,2025-09-23
5493,356,25,2,3,441,4,2,11.02,48.58,535.35,Team-10,2025-07-20
5494,166,11,2,2,890,5,1,8.62,36.83,317.47,Team-18,2025-08-13
5495,232,16,5,7,926,1,,3.23,133.19,430.2,Team-14,2025-08-17
5496,48,4,4,3,2772,1,,18.72,139.4,2609.57,Team-5,2025-10-19
5497,215,15,4,8,1826,2,,13.34,60.64,808.94,Team-10,2025-10-24
5498,162,11,2,5,878,5,6,16.25,53.68,872.3,Team-11,2025-09-14
5499,376,26,3,6,64,5,7,6.99,138.23,966.23,Team-4,2025-09-07
5500,13,1,4,6,2592,3,1,14.19,74.06,1050.91,Team-15,2025-09-07
5501,266,18,5,4,2234,1,,49.87,74.39,3709.83,Team-11,2025-07-17
5502,339,23,4,1,2212,1,,23.64,43.99,1039.92,Team-15,2025-09-28
5503,251,17,3,4,2242,5,2,16.45,37.61,618.68,Team-1,2025-08-12
5504,138,9,2,6,56,5,7,13.58,41.17,559.09,Team-17,2025-08-11
5505,28,2,4,7,2015,1,,8.81,81.19,715.28,Team-11,2025-10-04
5506,308,21,1,4,449,2,,11.67,62.56,730.08,Team-6,2025-07-13
5507,199,13,5,5,1962,4,2,26.42,79.73,2106.47,Team-20,2025-07-29
5508,145,10,1,8,1731,5,7,5.26,102.2,537.57,Team-2,2025-09-20
5509,341,23,4,8,1018,4,1,7.2,103.77,747.14,Team-6,2025-08-23
5510,345,23,4,2,1854,3,5,10.94,99.71,1090.83,Team-17,2025-08-18
5511,335,23,4,7,2613,4,5,5.62,122.4,687.89,Team-12,2025-07-04
5512,181,12,3,6,571,1,,11.42,32.84,375.03,Team-7,2025-09-16
5513,36,3,2,6,2126,3,5,16.59,105.09,1743.44,Team-15,2025-09-28
5514,57,4,4,2,324,5,5,1.35,90.4,122.04,Team-11,2025-07-04
5515,413,28,2,2,2729,4,1,11.79,16.82,198.31,Team-3,2025-07-19
5516,243,17,3,3,748,2,,11.45,88.8,1016.76,Team-1,2025-08-01
5517,212,14,4,2,508,4,5,3.36,78.63,264.2,Team-11,2025-10-02
5518,16,2,4,5,1774,4,3,3.44,74.05,254.73,Team-17,2025-08-07
5519,67,5,1,2,1078,2,,18.52,15.99,296.13,Team-5,2025-09-17
5520,422,29,1,7,1859,4,6,6.09,43.97,267.78,Team-1,2025-09-28
5521,104,7,1,5,647,1,,17.8,54.78,975.08,Team-14,2025-07-24
5522,373,26,3,7,1509,4,4,32.12,110.26,3541.55,Team-8,2025-10-23
5523,18,2,4,8,1311,3,7,12.73,44.57,567.38,Team-20,2025-10-05
5524,294,20,1,5,1840,5,4,3.08,133.47,411.09,Team-15,2025-08-30
5525,91,6,1,1,1654,5,2,14.1,33.58,473.48,Team-18,2025-09-16
5526,243,17,3,1,2501,3,3,13.12,148.18,1944.12,Team-20,2025-09-25
5527,258,18,5,4,2788,5,7,7.69,113.36,871.74,Team-1,2025-07-13
5528,427,29,1,4,218,4,7,10.28,124.89,1283.87,Team-12,2025-09-23
5529,72,5,1,8,1678,5,2,15.78,116.37,1836.32,Team-14,2025-08-02
5530,206,14,4,8,75,2,,7.14,109.63,782.76,Team-12,2025-08-01
5531,46,3,2,3,1277,5,7,7.2,122.26,880.27,Team-14,2025-08-14
5532,354,24,4,7,2320,4,5,33.07,37.08,1226.24,Team-20,2025-09-27
5533,104,7,1,5,2816,5,2,4.43,94.63,419.21,Team-19,2025-08-06
5534,259,18,5,7,1525,2,,4.38,44.98,197.01,Team-10,2025-09-06
5535,225,15,4,7,2598,2,,11.88,21.53,255.78,Team-18,2025-09-17
5536,165,11,2,6,21,3,2,19.65,84.38,1658.07,Team-11,2025-09-01
5537,439,30,2,2,1448,3,2,7.62,132.51,1009.73,Team-6,2025-07-13
5538,87,6,1,6,634,1,,11.07,46.79,517.97,Team-7,2025-09-10
5539,185,12,3,6,1554,5,4,7.94,29.59,234.94,Team-6,2025-07-21
5540,288,19,5,6,575,5,5,11.3,22.38,252.89,Team-3,2025-07-31
5541,199,13,5,1,453,5,6,18.83,149.02,2806.05,Team-5,2025-08-22
5542,144,10,1,4,1582,2,,12.8,109.97,1407.62,Team-15,2025-10-03
5543,120,8,4,5,1988,5,6,30.68,98.03,3007.56,Team-15,2025-07-18
5544,191,13,5,2,2856,3,6,8.46,90.24,763.43,Team-9,2025-08-06
5545,111,8,4,5,2033,3,7,7.13,56.74,404.56,Team-5,2025-09-30
5546,134,9,2,1,2352,2,,14.09,27.29,384.52,Team-4,2025-07-02
5547,33,3,2,7,2278,2,,27.02,126.22,3410.46,Team-10,2025-09-12
5548,146,10,1,5,284,1,,12.15,17.82,216.51,Team-4,2025-07-11
5549,180,12,3,1,2770,3,3,8.66,76.35,661.19,Team-16,2025-09-11
5550,282,19,5,8,1560,3,3,6.82,117.9,804.08,Team-19,2025-07-12
5551,215,15,4,2,337,1,,14.99,67.94,1018.42,Team-4,2025-07-18
5552,427,29,1,6,621,2,,15.07,148.5,2237.9,Team-8,2025-09-27
5553,350,24,4,2,2052,3,1,25.95,25.76,668.47,Team-19,2025-07-03
5554,37,3,2,1,2455,3,1,35.77,149.3,5340.46,Team-7,2025-10-08
5555,98,7,1,2,392,1,,18.46,102.81,1897.87,Team-11,2025-07-17
5556,122,8,4,6,2024,1,,21.06,20.73,436.57,Team-1,2025-07-13
5557,431,30,2,6,2596,4,3,23.83,41.46,987.99,Team-11,2025-09-11
